year,location,mileage,engine_capacity,transmission,service_history,drive_type,regional_specs,owners,fuel_type,cylinders,doors,seats,condition,modifications,name,aed_price,colour
2022,Dubai,0,2000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,7 Seater,Perfect inside out,N/A,New Cadillac XT6 2022,"210,000",Black
2023,Dubai,0,1199,Automatic,N/A,2 Wheel Drive (2WD),Other Specs,N/A,Petrol,3,5,4 Seater,Perfect inside out,N/A,New Peugeot 208 1.2T Active 2023,"70,000",White
2021,Dubai,"14,739",2000,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,4,5,7 Seater,Perfect inside out,N/A,Used Land Rover Discovery 2.0T HSE 300 HP  2021,"210,000",Gray
2021,Dubai,59,4999,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover 2021,"450,000",Blue
2023,Dubai,0,2995,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Audi Q8 55 TFSI S-Line quattro 340 HP  2023,"295,000",White
2021,Dubai,288,5000,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,New Jaguar F-Pace 5.0L V8 SVR 550 PS 2021,"250,000",Blue
2023,Dubai,0,2995,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Audi Q8 55 TFSI S-Line quattro 340 HP  2023,"295,000",Orange
2023,Dubai,"1,277",2996,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,6,5,N/A,Perfect inside out,N/A,Used Land Rover Defender 2023,"375,000",Black
2022,Dubai,"2,797",6000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,12,2,4 Seater,Perfect inside out,N/A,Used Bentley Continental GTC W12  2022,"1,160,000",Orange
2020,Dubai,"3,200",N/A,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Diesel,4,4,5 Seater,Perfect inside out,N/A,Used Jaguar XE 2020,"99,000",Black
2019,Dubai,0,N/A,Automatic,N/A,Drive,Other Specs,N/A,Petrol,4,5,6 Seater,Perfect inside out,N/A,New Peugeot 5008 2019,"85,000",Gray
2019,Dubai,0,2000,Automatic,N/A,Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Renault Koleos 2019,"87,000",Brown
2019,Dubai,0,1500,Automatic,N/A,Drive,Other Specs,N/A,Petrol,4,4,4 Seater,Perfect inside out,N/A,New Volkswagen Polo 2019,"50,000",Blue
2018,Dubai,"19,201",2000,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Diesel,4,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Evoque 2.0T SE AWD 2018,"90,000",Gray
2017,Dubai,"42,000",0,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Diesel,8,5,N/A,Perfect inside out,N/A,Used Land Rover Range Rover Sport HSE SDV8 2017,"120,000",Blue
2022,Dubai,0,1200,Automatic,N/A,Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Citroen C4 2022,"85,000",White
2018,Dubai,48,2000,Manual,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Diesel,4,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover Evoque 2018,"110,000",Black
2023,Dubai,0,2995,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Audi Q8 55 TFSI S-Line quattro 340 HP  2023,"295,000",Blue
2021,Dubai,"17,537",4999,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Sport 2021,"335,000",Silver
2020,Dubai,"12,190",3000,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Diesel,6,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover  Autobiography   2020,"350,000",Black
2023,Dubai,0,2999,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,6,5,7 Seater,Perfect inside out,N/A,New Mercedes-Benz GLS 450 4MATIC 2023,"430,000",Gray
2021,Dubai,288,5000,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,New Jaguar F-Pace 5.0L V8 SVR 550 PS 2021,"250,000",Blue
2023,Dubai,0,2995,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Audi Q8 55 TFSI S-Line quattro 340 HP  2023,"295,000",Orange
2023,Dubai,"1,277",2996,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,6,5,N/A,Perfect inside out,N/A,Used Land Rover Defender 2023,"375,000",Black
2022,Dubai,"2,797",6000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,12,2,4 Seater,Perfect inside out,N/A,Used Bentley Continental GTC W12  2022,"1,160,000",Orange
2020,Dubai,"3,200",N/A,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Diesel,4,4,5 Seater,Perfect inside out,N/A,Used Jaguar XE 2020,"99,000",Black
2019,Dubai,0,N/A,Automatic,N/A,Drive,Other Specs,N/A,Petrol,4,5,6 Seater,Perfect inside out,N/A,New Peugeot 5008 2019,"85,000",Gray
2022,Dubai,0,2995,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Audi Q8 55 TFSI S-Line quattro 340 HP  2022,"250,000",Silver
2021,Dubai,0,N/A,Automatic,N/A,Drive,Other Specs,N/A,Electric,"N/A, Electric",5,5 Seater,Perfect inside out,N/A,New Jaguar I-Pace EV400 2021,"245,000",Gray
2022,Dubai,0,2995,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Audi Q8 55 TFSI S-Line quattro 340 HP  2022,"250,000",White
2022,Dubai,0,2000,Automatic,N/A,Drive,Other Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Maserati Ghibli 2022,"254,500",White
2021,Dubai,"1,288",2995,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,6,5,7 Seater,Perfect inside out,N/A,Used Land Rover Discovery 3.0L R-Dynamic S 360 HP  2021,"235,000",Gold
2020,Dubai,0,N/A,Automatic,N/A,Front Wheel Drive,Other Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Renault Clio 2020,"30,000",Orange
2022,Dubai,0,5700,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,New Dodge RAM 2022,"230,000",Silver
2021,Dubai,"1,072",3000,Automatic,N/A,Drive,Other Specs,N/A,Hybrid,4,5,7 Seater,Perfect inside out,N/A,Used Land Rover Discovery 2021,"200,000",Gray
2021,Dubai,"17,000",2995,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Diesel,6,5,7 Seater,Perfect inside out,N/A,Used Land Rover Discovery 3.0L R-Dynamic HSE 360 HP  2021,"200,000",Silver
2019,Dubai,"15,000",N/A,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Electric,"N/A, Electric",5,5 Seater,Perfect inside out,N/A,Used Jaguar I-Pace EV400 2019,"150,000",Red
2019,Dubai,"15,034",N/A,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Electric,"N/A, Electric",5,5 Seater,Perfect inside out,N/A,Used Jaguar I-Pace EV400 2019,"150,000",Black
2019,Dubai,50,1500,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Ford Kuga 1.5L EcoBoost 2019,"75,000",White
2019,Dubai,0,2000,Automatic,N/A,Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Renault Koleos 2019,"87,000",Brown
2019,Dubai,0,1500,Automatic,N/A,Drive,Other Specs,N/A,Petrol,4,4,4 Seater,Perfect inside out,N/A,New Volkswagen Polo 2019,"50,000",Blue
2018,Dubai,"19,201",2000,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Diesel,4,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Evoque 2.0T SE AWD 2018,"90,000",Gray
2017,Dubai,"42,000",0,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Diesel,8,5,N/A,Perfect inside out,N/A,Used Land Rover Range Rover Sport HSE SDV8 2017,"120,000",Blue
2022,Dubai,0,1200,Automatic,N/A,Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Citroen C4 2022,"85,000",White
2018,Dubai,48,2000,Manual,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Diesel,4,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover Evoque 2018,"110,000",Black
2021,Dubai,0,N/A,Automatic,N/A,Drive,Other Specs,N/A,Petrol,8,2,2 Seater,Perfect inside out,N/A,New Mercedes-Benz AMG GT 2021,"1,350,000",Silver
2021,Dubai,32,N/A,Automatic,N/A,Drive,Other Specs,N/A,Petrol,8,2,2 Seater,Perfect inside out,N/A,New Mercedes-Benz AMG GT 2021,"1,350,000",White
2022,Dubai,0,4000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,8,5,4 Seater,Perfect inside out,N/A,New Mercedes-Benz Maybach GLS 600 4MATIC 2022,"799,000",Black
2021,Dubai,0,4000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,8,5,4 Seater,Perfect inside out,N/A,New Mercedes-Benz Maybach GLS 600 4MATIC 2021,"720,000",Black
2022,Dubai,0,6162,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,8,5,8 Seater,Perfect inside out,N/A,New Cadillac Escalade 6.2L Premium Luxury Platinum  2022,"400,000",Black
2021,Dubai,"5,096",5000,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,Used Jaguar F-Pace 5.0L V8 SVR 550 PS 2021,"295,000",Blue
2022,Dubai,"3,000",6749,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,12,4,5 Seater,Perfect inside out,N/A,Used Rolls Royce Cullinan 6.75L Twin-Turbo 563 HP 2022,"1,750,000",Green
2019,Dubai,18,1500,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Ford Kuga 1.5L EcoBoost 2019,"75,000",Black
2022,Dubai,0,2000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Cadillac XT5  2.0T Premium Luxury 2022,"135,000",White
2023,Dubai,0,1199,Automatic,N/A,2 Wheel Drive (2WD),Other Specs,N/A,Petrol,3,5,4 Seater,Perfect inside out,N/A,New Peugeot 208 1.2T Active 2023,"70,000",Black
2022,Dubai,0,2000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Cadillac XT5  2022,"150,000",Blue
2023,Dubai,0,1199,Automatic,N/A,2 Wheel Drive (2WD),Other Specs,N/A,Petrol,3,5,4 Seater,Perfect inside out,N/A,New Peugeot 208 1.2T Active 2023,"70,000",White
2022,Dubai,0,2000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,7 Seater,Perfect inside out,N/A,New Cadillac XT6 2022,"210,000",Black
2022,Dubai,0,6162,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,8,5,8 Seater,Perfect inside out,N/A,New Cadillac Escalade 6.2L Sport Platinum   2022,"400,000",Blue
2022,Dubai,0,2000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,7 Seater,Perfect inside out,N/A,New Cadillac XT6 2022,"210,000",Red
2021,Dubai,"14,739",2000,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,4,5,7 Seater,Perfect inside out,N/A,Used Land Rover Discovery 2.0T HSE 300 HP  2021,"210,000",Gray
2023,Dubai,0,3000,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Audi Q7 55 TFSI quattro S-line 340 HP 2023,"260,000",Blue
2022,Dubai,0,6162,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,8,5,8 Seater,Perfect inside out,N/A,New Cadillac Escalade 6.2L Premium Luxury Platinum  2022,"400,000",Beige
2022,Dubai,0,2995,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover Sport 3.0L V6 HSE Dynamic 360 PS  2022,"365,000",Blue
2021,Dubai,23,6162,Automatic,N/A,Rear Wheel Drive,Other Specs,N/A,Petrol,8,5,8 Seater,Perfect inside out,N/A,New Cadillac Escalade 6.2L Luxury  2021,"325,000",Black
2021,Dubai,"47,000",2999,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz GLE-Class 53 AMG 4MATIC+ 2021,"310,000",Gray
2022,Dubai,0,2995,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Audi Q8 55 TFSI S-Line quattro 340 HP  2022,"250,000",Silver
2021,Dubai,0,N/A,Automatic,N/A,Drive,Other Specs,N/A,Electric,"N/A, Electric",5,5 Seater,Perfect inside out,N/A,New Jaguar I-Pace EV400 2021,"245,000",Gray
2022,Dubai,0,2995,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Audi Q8 55 TFSI S-Line quattro 340 HP  2022,"250,000",White
2022,Dubai,0,2000,Automatic,N/A,Drive,Other Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Maserati Ghibli 2022,"254,500",White
2021,Dubai,"1,288",2995,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,6,5,7 Seater,Perfect inside out,N/A,Used Land Rover Discovery 3.0L R-Dynamic S 360 HP  2021,"235,000",Gold
2021,Dubai,59,4999,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover 2021,"450,000",Blue
2022,Dubai,0,2995,Automatic,N/A,Drive,Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Audi Q8 55 TFSI S-Line quattro 340 HP  2022,"260,000",Gray
2022,Dubai,0,2995,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Audi Q8 55 TFSI S-Line quattro 340 HP  2022,"250,000",Beige
2022,Dubai,0,5980,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,12,4,4 Seater,Perfect inside out,N/A,New Mercedes-Benz Maybach S 680 4MATIC 2022,"799,000",Silver
2021,Dubai,"1,355",5000,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,Used Jaguar F-Pace 5.0L V8 SVR 550 PS 2021,"285,000",Orange
2022,Dubai,"4,106",1998,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Velar 2.0L R-Dynamic SE 250 PS 2022,"245,000",Black
2022,Dubai,"4,622",1998,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Velar 2.0L R-Dynamic SE 250 PS 2022,"245,000",Gray
2022,Dubai,"8,830",1998,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Velar 2.0L R-Dynamic SE 250 PS 2022,"245,000",Blue
2022,Dubai,"3,785",1998,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Velar 2.0L R-Dynamic SE 250 PS 2022,"245,000",Blue
2015,Mohammed Bin Zayed City,"106,000",2000,Automatic,Yes,Front Wheel Drive,GCC Specs,2,Petrol,4,4,5 Seater,Perfect inside out,No,"Used Renault Safrane  2.0L, 4cyl SE 2015","21,500",White
2022,Souq Al Haraj,"4,000",5654,Automatic,Yes,All Wheel Drive,GCC Specs,1,Petrol,8,4,5 Seater,Perfect inside out,No,Used RAM 1500  5.7L Rebel (Double Cab) 2022,"185,000",Red
2015,Souq Al Haraj,"55,000",5,Automatic,N/A,Rear Wheel Drive,American Specs,1,Petrol,8,4,5 Seater,Perfect inside out,No,Used Mercedes-Benz S-Class  S550 2015,"120,000",Silver
2022,Dubai,0,5700,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,New Dodge RAM 2022,"230,000",Silver
2021,Dubai,"1,072",3000,Automatic,N/A,Drive,Other Specs,N/A,Hybrid,4,5,7 Seater,Perfect inside out,N/A,Used Land Rover Discovery 2021,"200,000",Gray
2021,Dubai,"17,000",2995,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Diesel,6,5,7 Seater,Perfect inside out,N/A,Used Land Rover Discovery 3.0L R-Dynamic HSE 360 HP  2021,"200,000",Silver
2019,Dubai,"15,000",N/A,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Electric,"N/A, Electric",5,5 Seater,Perfect inside out,N/A,Used Jaguar I-Pace EV400 2019,"150,000",Red
2019,Dubai,"15,034",N/A,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Electric,"N/A, Electric",5,5 Seater,Perfect inside out,N/A,Used Jaguar I-Pace EV400 2019,"150,000",Black
2019,Dubai,50,1500,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Ford Kuga 1.5L EcoBoost 2019,"75,000",White
2022,Dubai,0,6162,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,8,5,8 Seater,Perfect inside out,N/A,New Cadillac Escalade 6.2L Premium Luxury Platinum  2022,"400,000",Black
2021,Dubai,"5,096",5000,Automatic,N/A,All-Wheel Drive (AWD),Other Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,Used Jaguar F-Pace 5.0L V8 SVR 550 PS 2021,"295,000",Blue
2022,Dubai,"3,000",6749,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,12,4,5 Seater,Perfect inside out,N/A,Used Rolls Royce Cullinan 6.75L Twin-Turbo 563 HP 2022,"1,750,000",Green
2019,Dubai,18,1500,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Ford Kuga 1.5L EcoBoost 2019,"75,000",Black
2021,Souq Al Haraj,"46,000",6200,Automatic,N/A,All Wheel Drive,Canadian Specs,N/A,Petrol,8,4,4 Seater,N/A,N/A,Used RAM 1500 TRX  6.2L V8 (575 HP) 2021,"295,000",Gray
2023,Ras Al Khor,0,2000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Toyota Corolla 2023,"70,000",White
2023,Ras Al Khor,0,3456,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,New Toyota Camry  3.5L LTD (298 HP) 2023,"119,000",Gray
2023,Ras Al Khor,0,3500,Manual,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,3,8+ Seater,Perfect inside out,N/A,New Toyota Hiace 2023,"116,000",White
2023,Al Awir,0,3500,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,7 Seater,Perfect inside out,N/A,New Lexus LX 600 Prestige AWD 7-Seats 2023,"545,000",Black
2023,Al Awir,0,4000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,N/A,Perfect inside out,N/A,New Toyota Hilux 2023,"158,000",White
2023,Dubai,0,3500,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,7 Seater,N/A,N/A,New Toyota Land Cruiser 3.5T VXR  2023,"400,000",White
2023,Al Awir,0,3954,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,8 Seater,Perfect inside out,N/A,New Nissan Patrol 4.0L SE Platinum 2023,"275,000",Black
2023,Ras Al Khor,0,4395,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover Sport 4.4T V8 First Edition 530 PS 2023,"790,000",Black
2015,Other,"66,000",2500,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Nissan X-Trail 2.5 SL 4WD 2015,"36,000",White
2021,Souq Al Haraj,"22,000",3500,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,6,N/A,6 Seater,Perfect inside out,N/A,Used Lexus RX 350 2021,"139,000",White
2019,Dubai,"58,741",N/A,Automatic,Yes,Front Wheel Drive,En,N/A,Petrol,4,5,N/A,N/A,N/A,Used Mazda CX 3 2019,"71,300",Blue
2022,Dubai,0,2000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Cadillac XT5  2.0T Premium Luxury 2022,"135,000",White
2023,Dubai,0,1199,Automatic,N/A,2 Wheel Drive (2WD),Other Specs,N/A,Petrol,3,5,4 Seater,Perfect inside out,N/A,New Peugeot 208 1.2T Active 2023,"70,000",Black
2022,Dubai,0,2000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Cadillac XT5  2022,"150,000",Blue
2022,Dubai,0,6162,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,8,5,8 Seater,Perfect inside out,N/A,New Cadillac Escalade 6.2L Sport Platinum   2022,"400,000",Blue
2023,Ras Al Khor,0,N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover 2023,"850,000",Black
2012,Tecom,"174,000",3,Automatic,N/A,All Wheel Drive,GCC Specs,2,Petrol,6,4,N/A,Perfect inside out,N/A,Used Volkswagen Touareg 2012,"30,000",Black
2020,Sharjah,"55,000",1598,CVT,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Toyota Corolla 1.6L XLI 2020,"55,000",White
2019,Sharjah,"67,000",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,N/A,Perfect inside out,N/A,Used Mitsubishi Pajero GLS V6 2019,"65,000",White
2017,Dubai,"102,622",N/A,Automatic,Yes,Front Wheel Drive,En,N/A,Petrol,4,5,N/A,N/A,N/A,Used Mitsubishi ASX 2017,"49,900",Red
2019,Al Jarf,"59,004",2,Automatic,N/A,All Wheel Drive,American Specs,1,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Rogue 2019,"45,000",Black
2023,Dubai,0,3500,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,7 Seater,N/A,N/A,New Toyota Land Cruiser 3.5T VXR  2023,"400,000",White
2023,Al Awir,0,3954,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,8 Seater,Perfect inside out,N/A,New Nissan Patrol 4.0L SE Platinum 2023,"275,000",Black
2023,Ras Al Khor,0,4395,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover Sport 4.4T V8 First Edition 530 PS 2023,"790,000",Black
2015,Other,"66,000",2500,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Nissan X-Trail 2.5 SL 4WD 2015,"36,000",White
2021,Souq Al Haraj,"22,000",3500,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,6,N/A,6 Seater,Perfect inside out,N/A,Used Lexus RX 350 2021,"139,000",White
2019,Dubai,"58,741",N/A,Automatic,Yes,Front Wheel Drive,En,N/A,Petrol,4,5,N/A,N/A,N/A,Used Mazda CX 3 2019,"71,300",Blue
2023,Dubai,0,N/A,Automatic,Yes,Front Wheel Drive,En,N/A,Petrol,4,5,N/A,N/A,N/A,New Suzuki Swift 2023,"54,900",Red
2013,Muhaisanah,"153,000",2500,Automatic,N/A,Front Wheel Drive,GCC Specs,1,Petrol,4,4,5 Seater,Normal wear and tear with a few issues,N/A,Used Volkswagen Jetta  2.0 SE 2013,"20,500",Red
2008,Dubai,"272,530",2000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Honda Civic  2.0 EX 2008,"15,500",Black
2019,Al Hamidiya,"92,000",2500,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Altima 2019,"47,000",Black
2012,Al Jimi,"186,000",1600,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Minor wear and tear,N/A,Used Chevrolet Sonic  1.6 Base Sedan 2012,"7,000",Silver
2018,Al Reem Island,"64,000",2500,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Nissan Murano 2018,"42,000",White
2019,Al Jarf,"57,004",2494,Automatic,N/A,All Wheel Drive,American Specs,1,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Toyota Rav4  2.5L Adventure 2019,"72,000",Blue
2019,Al Azrra,"80,000",1598,Automatic,Yes,Front Wheel Drive,GCC Specs,1,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Nissan Kicks 1.6 S 2019,"45,000",White
2014,Al Darrare,"179,000",3600,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,5,4 Seater,Perfect inside out,N/A,Used Jeep Wrangler Unlimited 5 Door 2014,"63,000",Red
2019,Souq Al Haraj,"53,000",3605,Automatic,Yes,All Wheel Drive,American Specs,N/A,Petrol,6,4,N/A,Perfect inside out,N/A,Used Jeep Wrangler Unlimited 3.6L V6 Sport  2019,"95,000",Silver
2018,Al Azrra,"102,000",5700,Automatic,N/A,All Wheel Drive,Canadian Specs,N/A,N/A,8,N/A,5 Seater,Perfect inside out,N/A,Used Dodge RAM 2018,"85,000",Maroon
2019,Al Azrra,"110,000",3700,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Jeep Grand Cherokee Laredo 2019,"52,000",Silver
2014,Al Azrra,"106,000",5000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover  Vogue SE Supercharged 2014,"115,000",Black
2016,Al Azrra,"205,000",3993,Automatic,N/A,All Wheel Drive,GCC Specs,1,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Audi S6 4.0T 450 HP 2016,"67,000",Silver
2022,Dubai,"22,000",1600,Automatic,N/A,Front Wheel Drive,GCC Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Toyota Corolla  1.6L XLI 2022,"69,000",White
